,county,date,Latitude,Longitude,death_count,death_hthou,population
90,"Akron, OH",2012,41.0644893,-81.4998947,2,3.5340684195646026,565920.0
91,"Akron, OH",2013,41.0659091,-81.5204926,1,1.7670342097823013,565920.0
92,"Akron, OH",2014,41.085442,-81.567132,1,1.7670342097823013,565920.0
93,"Akron, OH",2015,41.043704475,-81.48532335,4,7.068136839129205,565920.0
94,"Akron, OH",2016,41.041962,-81.5632706,1,1.7670342097823013,565920.0
95,"Akron, OH",2017,41.066961575,-81.530745025,4,7.068136839129205,565920.0
96,"Akron, OH",2018,41.0338377,-81.5305754,3,5.301102629346904,565920.0
97,"Akron, OH",2019,41.08331200000001,-81.47832715000001,2,3.5340684195646026,565920.0
98,"Akron, OH",2020,41.039233200000005,-81.57019759999999,1,1.7670342097823013,565920.0
99,"Alabaster, AL",2004,33.2153859,-86.792428,1,30.11866755014758,33202.0
100,"Alabaster, AL",2010,33.264648,-86.816556,1,30.11866755014758,33202.0
101,"Alameda, CA",2000,37.7642723,-122.2675352,1,12.629930409083446,79177.0
102,"Alameda, CA",2011,37.766381,-122.27336880000001,1,12.629930409083446,79177.0
103,"Alameda, CA",2013,37.7594473,-122.2309855,1,12.629930409083446,79177.0
104,"Alameda, CA",2017,37.7723933,-122.2499155,1,12.629930409083446,79177.0
105,"Alameda, CA",2018,37.76870220000001,-122.241304,1,12.629930409083446,79177.0
106,"Alamo Heights, TX",2013,29.476681199999998,-98.46167249999999,1,118.86366337810531,8413.0
107,"Alamo, CA",2012,37.86305,-122.03445659999998,1,64.4288383480446,15521.0
108,"Alamo, TN",2016,35.858567799999996,-89.1277472,1,429.36882782310005,2329.0
109,"Alamo, TN",2017,35.7997875,-89.1593396,1,429.36882782310005,2329.0
110,"Alamogordo, NM",2010,32.9510029,-106.02135940000001,1,30.53901358986105,32745.0
111,"Alamogordo, NM",2016,32.885053899999996,-105.95234380000001,1,30.53901358986105,32745.0
112,"Alamogordo, NM",2018,32.905736950000005,-105.9472566,2,61.0780271797221,32745.0
113,"Alamogordo, NM",2019,32.8489549,-106.02280390000001,1,30.53901358986105,32745.0
114,"Alamosa, CO",2013,37.469449100000006,-105.87002140000001,1,91.21590805436468,10963.0
115,"Alamosa, CO",2018,37.5758444,-105.86977466666667,3,273.64772416309404,10963.0
116,"Alanson, MI",2006,45.4137721,-84.7504172,1,1328.0212483399735,753.0
117,"Albany, GA",2004,31.571507,-84.15812,1,11.047892614483786,90515.0
118,"Albany, GA",2009,31.5867669,-84.1662562,2,22.09578522896757,90515.0
119,"Albany, GA",2010,31.559601,-84.163269,1,11.047892614483786,90515.0
120,"Albany, GA",2016,31.569189,-84.16187,1,11.047892614483786,90515.0
121,"Albany, GA",2017,31.570070899999997,-84.0867021,1,11.047892614483786,90515.0
122,"Albany, NY",2000,42.675512700000006,-73.7468473,1,1.6742846618782126,597270.0
123,"Albany, NY",2002,42.6411497,-73.7612234,1,1.6742846618782126,597270.0
124,"Albany, NY",2003,42.655854299999994,-73.7642027,1,1.6742846618782126,597270.0
125,"Albany, NY",2010,42.663221,-73.77578299999999,1,1.6742846618782126,597270.0
126,"Albany, NY",2011,42.665834000000004,-73.777721,2,3.348569323756425,597270.0
127,"Albany, NY",2015,42.661048,-73.757971,1,1.6742846618782126,597270.0
128,"Albany, NY",2018,42.6674239,-73.7779156,1,1.6742846618782126,597270.0
129,"Albany, OR",2006,44.60789929999999,-123.0676459,1,16.448721111933548,60795.0
130,"Albany, OR",2007,44.614305,-123.0729071,1,16.448721111933548,60795.0
131,"Albany, OR",2019,44.6353841,-123.0846621,1,16.448721111933548,60795.0
132,"Albany, TX",2013,32.718000599999996,-99.28800179999999,1,504.28643469490675,1983.0
133,"Albemarle, NC",2011,35.365630700000004,-80.20170920000001,1,59.171597633136095,16900.0
134,"Albemarle, NC",2017,35.354889,-80.174516,1,59.171597633136095,16900.0
135,"Albert Lea, MN",2019,43.6463072,-93.371178,1,56.95409499943046,17558.0
136,"Albertville, AL",2005,34.3405536,-86.16628709999999,1,26.867275658248253,37220.0
137,"Albertville, AL",2011,34.269363,-86.2024657,1,26.867275658248253,37220.0
138,"Albertville, AL",2013,34.309551899999995,-86.194175,1,26.867275658248253,37220.0
139,"Albertville, AL",2015,34.268116,-86.21996970000001,1,26.867275658248253,37220.0
140,"Albertville, AL",2020,34.247001999999995,-86.30782815,2,53.73455131649651,37220.0
141,"Albion, IL",2018,38.3782722,-88.0495445,1,521.376433785193,1918.0
142,"Albion, MI",2020,42.2451033,-84.7502751,1,112.80315848843767,8865.0
143,"Albrightsville, PA",2003,40.9941278,-75.53055440000001,1,18181.81818181818,55.0
144,"Albuquerque, NM",2000,35.116641125,-106.581029825,4,5.273406343644161,758523.0
145,"Albuquerque, NM",2001,35.14312253999999,-106.55737117999999,5,6.591757929555202,758523.0
146,"Albuquerque, NM",2002,35.115132583333335,-106.63667315,6,7.910109515466242,758523.0
147,"Albuquerque, NM",2003,35.11615015,-106.58838268333334,6,7.910109515466242,758523.0
148,"Albuquerque, NM",2004,35.09463191428572,-106.63116317142858,7,9.228461101377283,758523.0
149,"Albuquerque, NM",2005,35.11575721999999,-106.6343089,5,6.591757929555202,758523.0
150,"Albuquerque, NM",2006,35.06636548,-106.65900178000001,5,6.591757929555202,758523.0
151,"Albuquerque, NM",2007,35.0955588,-106.610398075,4,5.273406343644161,758523.0
152,"Albuquerque, NM",2008,35.096792099999995,-106.58161390000001,4,5.273406343644161,758523.0
153,"Albuquerque, NM",2009,35.04735350000001,-106.71553390000001,3,3.955054757733121,758523.0
154,"Albuquerque, NM",2010,35.112408990909096,-106.63477862727272,11,14.501867445021443,758523.0
155,"Albuquerque, NM",2011,35.10721963333334,-106.63170000000001,6,7.910109515466242,758523.0
156,"Albuquerque, NM",2012,35.085144283333335,-106.65870421666666,6,7.910109515466242,758523.0
157,"Albuquerque, NM",2013,35.12795703333333,-106.59327471111112,9,11.865164273199362,758523.0
158,"Albuquerque, NM",2014,35.08665427272727,-106.64714763636363,11,14.501867445021443,758523.0
159,"Albuquerque, NM",2015,35.06703677142857,-106.64679097142857,7,9.228461101377283,758523.0
160,"Albuquerque, NM",2016,35.0881419875,-106.64696145,8,10.546812687288321,758523.0
161,"Albuquerque, NM",2017,35.10466917777778,-106.6152128222222,18,23.730328546398724,758523.0
162,"Albuquerque, NM",2018,35.33143069166666,-106.45377462500004,12,15.820219030932485,758523.0
163,"Albuquerque, NM",2019,35.099192025,-106.5993125625,8,10.546812687288321,758523.0
164,"Albuquerque, NM",2020,35.09469787777778,-106.6270978,9,11.865164273199362,758523.0
165,"Alda, NE",2006,40.8139157,-98.4373099,1,1515.1515151515152,660.0
166,"Aledo, TX",2015,32.718713,-97.6318734,1,132.22266296443212,7563.0
167,"Alex, OK",2011,35.000399,-97.8857623,1,1824.817518248175,548.0
168,"Alexander City, AL",2012,32.9002203,-85.9397309,1,108.43634786380395,9222.0
169,"Alexander City, AL",2014,32.9167857,-85.95276109999999,1,108.43634786380395,9222.0
170,"Alexander, AR",2009,34.646442900000004,-92.4444347,1,327.11808963035656,3057.0
171,"Alexander, AR",2012,34.6127006,-92.4627843,1,327.11808963035656,3057.0
172,"Alexander, AR",2014,34.6380472,-92.44467829999999,1,327.11808963035656,3057.0
173,"Alexander, NY",2020,42.900791999999996,-78.257643,1,2020.20202020202,495.0
174,"Alexandria, AL",2011,33.751830299999995,-85.9189663,1,237.9819133745835,4202.0
175,"Alexandria, AL",2019,33.8280691,-85.9859676,1,237.9819133745835,4202.0
176,"Alexandria, KY",2002,38.9576429,-84.3931122,1,105.95465140919687,9438.0
177,"Alexandria, LA",2003,31.29338,-92.44763,1,12.175670575056921,82131.0
178,"Alexandria, LA",2005,31.296857,-92.4802447,1,12.175670575056921,82131.0
179,"Alexandria, LA",2007,31.3077212,-92.4464652,1,12.175670575056921,82131.0
180,"Alexandria, LA",2015,31.267949100000003,-92.44474090000001,1,12.175670575056921,82131.0
181,"Alexandria, LA",2016,31.339106,-92.5168188,1,12.175670575056921,82131.0
182,"Alexandria, MN",2016,45.888259999999995,-95.3745575,1,47.959330487746385,20851.0
183,"Alexandria, VA",2004,38.8138529,-77.1113368,1,6.248633111506858,160035.0
184,"Alexandria, VA",2005,38.8263874,-77.06275129999999,1,6.248633111506858,160035.0
185,"Alexandria, VA",2006,38.786018,-77.1135831,2,12.497266223013716,160035.0
186,"Alexandria, VA",2007,38.7773239,-77.0792457,1,6.248633111506858,160035.0
187,"Alexandria, VA",2008,38.748799,-77.0831182,1,6.248633111506858,160035.0
188,"Alexandria, VA",2009,38.790939,-77.060548,1,6.248633111506858,160035.0
189,"Alexandria, VA",2012,38.7286375,-77.1124245,1,6.248633111506858,160035.0
190,"Alexandria, VA",2013,38.8222842,-77.07299805,2,12.497266223013716,160035.0
191,"Alexandria, VA",2016,38.741318400000004,-77.16450340000002,1,6.248633111506858,160035.0
192,"Alexandria, VA",2017,38.8217532,-77.05391429999999,1,6.248633111506858,160035.0
193,"Alexandria, VA",2018,38.7773438,-77.10583940000001,1,6.248633111506858,160035.0
194,"Algonquin, IL",2006,42.166495899999994,-88.2882824,1,32.240384305380914,31017.0
195,"Alhambra, CA",2001,34.068866799999995,-118.15144070000001,1,11.7101503583306,85396.0
196,"Alhambra, CA",2004,34.0785427,-118.1598051,1,11.7101503583306,85396.0
197,"Alhambra, CA",2011,34.0951527,-118.1268125,1,11.7101503583306,85396.0
198,"Alhambra, CA",2013,34.092222,-118.12620449999999,1,11.7101503583306,85396.0
199,"Alhambra, CA",2017,34.0953352,-118.1555777,1,11.7101503583306,85396.0
200,"Alice, TX",2008,27.7566739,-98.0319442,1,48.06998990530212,20803.0
201,"Allen Park, MI",2009,42.2640742,-83.20363950000001,1,36.824274561791135,27156.0
202,"Allen Park, MI",2010,42.2689282,-83.2209162,1,36.824274561791135,27156.0
203,"Allen, OK",2020,34.8747206,-96.4184723,1,1075.268817204301,930.0
204,"Allen, TX",2005,33.1189304,-96.6303132,1,9.931966032676169,100685.0
205,"Allen, TX",2016,33.0980499,-96.6241211,1,9.931966032676169,100685.0
206,"Allen, TX",2017,33.0914722,-96.66370690000001,1,9.931966032676169,100685.0
207,"Allendale, SC",2006,33.0046299,-81.3160569,1,347.82608695652175,2875.0
208,"Allenton, WI",2003,43.425498100000006,-88.3373682,1,1018.3299389002036,982.0
209,"Allentown, PA",2001,40.5997755,-75.468467,2,2.9286907727204166,682899.0
210,"Allentown, PA",2003,40.6110459,-75.4417889,1,1.4643453863602083,682899.0
211,"Allentown, PA",2004,40.59650189999999,-75.51320404999998,2,2.9286907727204166,682899.0
212,"Allentown, PA",2005,40.595422799999994,-75.4649334,1,1.4643453863602083,682899.0
213,"Allentown, PA",2006,40.5962203,-75.4837462,1,1.4643453863602083,682899.0
214,"Allentown, PA",2007,40.6012875,-75.49430179999999,1,1.4643453863602083,682899.0
215,"Allentown, PA",2009,40.600305600000006,-75.4729066,1,1.4643453863602083,682899.0
216,"Allentown, PA",2013,40.6037849,-75.4804848,1,1.4643453863602083,682899.0
217,"Allentown, PA",2015,40.6261085,-75.4328814,1,1.4643453863602083,682899.0
218,"Allentown, PA",2017,40.605601750000005,-75.48090665,2,2.9286907727204166,682899.0
219,"Allentown, PA",2018,40.572537133333334,-75.52587403333334,3,4.3930361590806255,682899.0
220,"Allentown, PA",2019,40.611057,-75.47182159999998,1,1.4643453863602083,682899.0
221,"Alliance, NE",2012,42.0971859,-102.87086479999999,1,122.57906349595488,8158.0
222,"Alliance, OH",2010,40.924318,-81.101888,1,31.488128975376284,31758.0
223,"Alliance, OH",2020,40.901664700000005,-81.1059037,1,31.488128975376284,31758.0
224,"Allison Park, PA",2010,40.566392799999996,-79.99856319999999,1,45.36999228710131,22041.0
225,"Alma, AR",2012,35.4831875,-94.226339,1,174.2767514813524,5738.0
226,"Alma, CO",2006,39.2863783,-106.02029569999999,1,3355.7046979865772,298.0
227,"Alma, GA",2007,31.5393701,-82.4623557,1,291.97080291970804,3425.0
228,"Almond, WI",2001,44.2617055,-89.3675077,1,2314.814814814815,432.0
229,"Aloha, OR",2001,45.4926508,-122.8675179,1,18.114301240829633,55205.0
230,"Aloha, OR",2007,45.4878813,-122.8819777,1,18.114301240829633,55205.0
231,"Aloha, OR",2012,45.4698771,-122.8685519,2,36.228602481659266,55205.0
232,"Aloha, OR",2015,45.4900062,-122.87690475,2,36.228602481659266,55205.0
233,"Alpharetta, GA",2001,33.988761600000004,-84.27372890000001,1,15.197799358652867,65799.0
234,"Alpharetta, GA",2009,34.117929399999994,-84.22822745,2,30.395598717305734,65799.0
235,"Alpharetta, GA",2013,34.067359350000004,-84.28208405000001,2,30.395598717305734,65799.0
236,"Alpine, CA",2003,32.80947933333333,-116.64182286666664,3,202.77120648867862,14795.0
237,"Alpine, CA",2006,32.82967,-116.79951000000001,1,67.59040216289287,14795.0
238,"Alpine, CA",2011,32.82028445,-116.70071195,2,135.18080432578574,14795.0
239,"Alpine, CA",2015,32.751050899999996,-116.70132450000001,1,67.59040216289287,14795.0
240,"Alpine, CA",2018,32.8351468,-116.75793259999999,1,67.59040216289287,14795.0
241,"Alpine, TX",2016,30.3571192,-103.6684276,1,161.94331983805668,6175.0
242,"Altadena, CA",2010,34.193138399999995,-118.13406599999999,1,22.106287028030774,45236.0
243,"Altadena, CA",2011,34.1789045,-118.13326570000001,1,22.106287028030774,45236.0
244,"Altamont, TN",2000,35.4566065,-85.7310597,1,973.7098344693281,1027.0
245,"Altamonte Springs, FL",2006,28.671125800000002,-81.399615,1,22.585089324028278,44277.0
246,"Altamonte Springs, FL",2014,28.671954149999998,-81.39179659999999,2,45.170178648056556,44277.0
247,"Altavista, VA",2005,37.108990000000006,-79.28942550000001,1,216.26297577854672,4624.0
248,"Altavista, VA",2010,37.164099,-79.26451800000001,1,216.26297577854672,4624.0
249,"Altavista, VA",2012,37.115949,-79.28863,1,216.26297577854672,4624.0
250,"Alto, TX",2013,31.650444699999998,-95.07257659999999,1,813.0081300813008,1230.0
251,"Alto, TX",2019,31.6502851,-95.07302469999999,1,813.0081300813008,1230.0
252,"Alton, IL",2003,38.921959,-90.191092,1,12.42822698913773,80462.0
253,"Alton, IL",2015,38.8922565,-90.1353665,1,12.42822698913773,80462.0
254,"Alton, IL",2018,38.890044399999994,-90.1271542,1,12.42822698913773,80462.0
255,"Alton, IL",2020,38.8895114,-90.1590558,1,12.42822698913773,80462.0
256,"Alton, MO",2001,36.6904584,-91.46386269999999,1,1191.8951132300358,839.0
257,"Altoona, IA",2007,41.6004509,-93.4619378,1,53.47879565752179,18699.0
258,"Altoona, IA",2018,41.6554004,-93.46629250000001,1,53.47879565752179,18699.0
259,"Altoona, IA",2020,41.66625585,-93.47096984999999,2,106.95759131504359,18699.0
260,"Altoona, PA",2000,40.5200848,-78.3787787,1,13.141295206055508,76096.0
261,"Altoona, PA",2005,40.5105131,-78.3837748,1,13.141295206055508,76096.0
262,"Altoona, PA",2013,40.5079639,-78.4001835,1,13.141295206055508,76096.0
263,"Altus, OK",2000,34.637797,-99.3164767,1,52.82341133590407,18931.0
264,"Altus, OK",2005,34.658375899999996,-99.330252,1,52.82341133590407,18931.0
265,"Alvarado, TX",2016,32.4883452,-97.17551540000001,1,222.1235006663705,4502.0
266,"Alvin, TX",2012,29.408706,-95.235667,1,37.77290926947193,26474.0
267,"Alvin, TX",2015,29.406781899999995,-95.2587347,1,37.77290926947193,26474.0
268,"Alvin, TX",2016,29.4693279,-95.3000069,1,37.77290926947193,26474.0
269,"Alvin, TX",2018,29.4208538,-95.2669439,1,37.77290926947193,26474.0
270,"Amarillo, TX",2000,35.201613,-101.84711023333334,3,14.558018556620986,206072.0
271,"Amarillo, TX",2002,35.2002672,-101.795406,1,4.852672852206996,206072.0
272,"Amarillo, TX",2003,35.21825154,-101.82596599999998,5,24.26336426103498,206072.0
273,"Amarillo, TX",2005,35.2508739,-101.8183344,1,4.852672852206996,206072.0
274,"Amarillo, TX",2007,35.19282135,-101.87246465,2,9.705345704413991,206072.0
275,"Amarillo, TX",2008,35.187675,-101.871041,1,4.852672852206996,206072.0
276,"Amarillo, TX",2010,35.21420620000001,-101.92395875,2,9.705345704413991,206072.0
277,"Amarillo, TX",2011,35.20823805,-101.835287825,4,19.410691408827983,206072.0
278,"Amarillo, TX",2012,35.231741549999995,-101.7525738,2,9.705345704413991,206072.0
279,"Amarillo, TX",2013,35.228531966666665,-100.3773196,3,14.558018556620986,206072.0
280,"Amarillo, TX",2014,35.233751700000006,-101.82544012,5,24.26336426103498,206072.0
281,"Amarillo, TX",2015,35.1326265,-101.86888225,2,9.705345704413991,206072.0
282,"Amarillo, TX",2016,35.211158733333335,-101.87249413333332,3,14.558018556620986,206072.0
283,"Amarillo, TX",2017,35.2132068,-101.84367885,2,9.705345704413991,206072.0
284,"Amarillo, TX",2018,35.173291799999994,-101.86875883333333,3,14.558018556620986,206072.0
285,"Amarillo, TX",2019,35.194815875,-101.82225725,4,19.410691408827983,206072.0
286,"Amarillo, TX",2020,35.2275339,-101.8292393,1,4.852672852206996,206072.0
287,"Amber, OK",2005,35.1603415,-97.8792104,1,2217.2949002217297,451.0
288,"Ambler, AK",2000,66.9746267,-160.425502,1,3802.2813688212927,263.0
289,"Ambridge, PA",2013,40.595551,-80.225865,1,148.720999405116,6724.0
290,"Ambrose, GA",2000,31.536665999999997,-83.006547,1,2604.1666666666665,384.0
291,"American Canyon, CA",2002,38.161153999999996,-122.2562898,1,49.39003309132217,20247.0
292,"American Canyon, CA",2013,38.1751565,-122.2431707,1,49.39003309132217,20247.0
293,"American Fork, UT",2016,40.3767512,-111.81593170000001,1,33.86730788769601,29527.0
294,"American Fork, UT",2018,40.3953696,-111.8206976,1,33.86730788769601,29527.0
295,"Americus, GA",2014,31.970945699999998,-84.31671659999999,1,57.91729410401946,17266.0
296,"Americus, GA",2016,32.082773100000004,-84.23602509999999,1,57.91729410401946,17266.0
297,"Ames, IA",2009,42.0798302,-93.56600390000001,1,14.672222548271613,68156.0
298,"Ames, IA",2013,42.0266187,-93.64646540000001,1,14.672222548271613,68156.0
299,"Amherst, OH",2017,41.403968,-82.19478099999998,1,82.72667107875579,12088.0
300,"Amherst, VA",2005,37.522493700000005,-79.1156749,1,454.7521600727603,2199.0
301,"Amherst, VA",2014,37.5450501,-79.08221230000001,1,454.7521600727603,2199.0
302,"Amherst, VA",2015,37.63772,-79.02261329999999,1,454.7521600727603,2199.0
303,"Amherst, VA",2018,37.6413842,-78.9813362,1,454.7521600727603,2199.0
304,"Amite City, LA",2003,30.723888199999998,-90.5120339,1,151.30882130428205,6609.0
305,"Amite City, LA",2006,30.7265793,-90.5329564,1,151.30882130428205,6609.0
306,"Amite City, LA",2007,30.726574699999997,-90.50898149999999,1,151.30882130428205,6609.0
307,"Amite City, LA",2011,30.726586800000003,-90.515179,1,151.30882130428205,6609.0
308,"Amite City, LA",2015,30.728575,-90.507871,1,151.30882130428205,6609.0
309,"Amity, MO",2020,39.9076796,-94.52896949999999,1,19230.76923076923,52.0
310,"Amity, OR",2018,45.1217072,-123.20202659999998,1,592.4170616113745,1688.0
311,"Amory, MS",2003,34.003350299999994,-88.47938549999999,1,160.1281024819856,6245.0
312,"Anacoco, LA",2009,31.252063,-93.4006431,1,1206.2726176115802,829.0
313,"Anadarko, OK",2017,35.082245799999995,-98.24368340000001,1,172.2356183258698,5806.0
314,"Anaheim, CA",2000,33.8324111,-117.96879309999998,1,2.836903576484339,352497.0
315,"Anaheim, CA",2002,33.83917819999999,-117.848195,2,5.673807152968678,352497.0
316,"Anaheim, CA",2003,33.84173967500001,-117.88898495,4,11.347614305937356,352497.0
317,"Anaheim, CA",2004,33.831880700000006,-118.00750790000001,1,2.836903576484339,352497.0
318,"Anaheim, CA",2005,33.84544975,-117.95531925,2,5.673807152968678,352497.0
319,"Anaheim, CA",2006,33.852694850000006,-117.90446695,4,11.347614305937356,352497.0
320,"Anaheim, CA",2007,33.84926165,-117.8698527,2,5.673807152968678,352497.0
